X1,Author,Year,Substudy,Setting,Measured,Measure_Unit,Brand,Device,device_name,device_year,Wear_Location,Wear_Info,Type,Good?,Criterion_Measure,Criterion_Type,Wear_Info_crit,Wear_Location_crit,population_n,population_m,population_f,population,age_code,health_code,age,age_SD,weight,weight_SD,height,height_SD,BMI,BMI_SD,location,activity_type,test_type,activity_type_code,body_Motion,pace_code,pace_value,incline_code,incline_pct,activity_details,bout_rest,epoch,actual_n_analyzed,trend,CC_type,CC,CC_bins,CC_all,CC_CI_pct,CC_CI_upper,CC_CI_lower,CC_pvalue,CC_significance,ES_type,ES,ES_CI_upper,ES_CI_lower,BA_LoA_upper,BA_LoA_lower,BA_LoA_width,devicemean,devicemean_SD,critmean,critmean_SD,device_v_crit,meandiff,meandiff_SD,meandiff_CI_upper,meandiff_CI_lower,MPE,MPE_bin,MPE_SD,MPE_significance_test,MPE_significance_num,MAD,MAD_SD,MAD_CI_upper,MAD_CI_lower,MAPE,MAPE_bin,MAPE_SD,MAPE_CI_upper,MAPE_CI_lower,RMSE,equivalencetesting,accuracypct,accuracypct_CI_upper,accuracypct_CI_lower,TEEstandardized,TEEstandardized_CI_upper,TEEstandardized_CI_lower,deviceSE,deviceCofV,critCofV,n_5pctofcrit,n_10pctofcrit,n_15pctofcrit,n_20pctofcrit,n_25pctofcrit,systematicbias_slope,systematicbias_intercept,systematicbias_probability,systematicbias_significance,Other
716,Wahl,2017,-,Controlled,EE,kcal/5 min,Fitbit,Charge,Fitbit Charge,2014,Wrist,"wrist, random",full-text,y,Indirect calorimetry (Metamax 3B),indirect calorimetry,NA,NA,20,10,10,healthy adults,A,H,"m: 26.1 ± 2.8 
f: 24.2 ± 1.9",NA,"m: 81.1 ± 11.2 kg
f: 60.2 ± 5.5 kg",NA,"m: 182.3 ± 7.4 cm
f: 168.2 ± 6.7 cm",NA,"m: 11.5 ± 2.6% BF
f: 17.9 ± 4.9% BF",NA,Germany,Walk: Treadmill,Activity,At,Nr,Nm,1.19,N,1,"walk, 1% incline, 4.3 km/h, 5 min",NA,unknown,20,overestimate,ICC,0.15,VW,0.15,95,0.5,-0.04,NA,NA,NA,NA,NA,NA,26.8,7.4,19.4,NA,NA,24,6,over,NA,NA,NA,NA,0.75,more 3%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717,Wahl,2017,-,Controlled,EE,kcal/5 min,Fitbit,Charge,Fitbit Charge,2014,Wrist,"wrist, random",full-text,y,Indirect calorimetry (Metamax 3B),indirect calorimetry,NA,NA,20,10,10,healthy adults,A,H,"m: 26.1 ± 2.8 
f: 24.2 ± 1.9",NA,"m: 81.1 ± 11.2 kg
f: 60.2 ± 5.5 kg",NA,"m: 182.3 ± 7.4 cm
f: 168.2 ± 6.7 cm",NA,"m: 11.5 ± 2.6% BF
f: 17.9 ± 4.9% BF",NA,Germany,Walk: Treadmill,Activity,At,Nr,Nm,2,N,1,"walk, 1% incline, 7.2 km/h, 5 min",NA,unknown,20,overestimate,ICC,0.29,WK,0.29,95,0.64,-0.11,NA,NA,NA,NA,NA,NA,37.2,-8.2,45.4,NA,NA,47,10,over,NA,NA,NA,NA,0.336,more 3%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718,Wahl,2017,-,Controlled,EE,kcal/5 min,Fitbit,Charge,Fitbit Charge,2014,Wrist,"wrist, random",full-text,y,Indirect calorimetry (Metamax 3B),indirect calorimetry,NA,NA,20,10,10,healthy adults,A,H,"m: 26.1 ± 2.8 
f: 24.2 ± 1.9",NA,"m: 81.1 ± 11.2 kg
f: 60.2 ± 5.5 kg",NA,"m: 182.3 ± 7.4 cm
f: 168.2 ± 6.7 cm",NA,"m: 11.5 ± 2.6% BF
f: 17.9 ± 4.9% BF",NA,Germany,Run: Treadmill,Activity,At,Nr,R,2.81,N,1,"run, 1% incline, 10.1 km/h, 5 min",NA,unknown,20,overestimate,ICC,0.68,ST,0.68,95,0.88,0.13,NA,NA,NA,NA,NA,NA,21.7,-8.2,29.9,NA,NA,61,13,over,NA,NA,NA,NA,0.135,more 3%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
719,Wahl,2017,-,Controlled,EE,kcal/5 min,Fitbit,Charge,Fitbit Charge,2014,Wrist,"wrist, random",full-text,y,Indirect calorimetry (Metamax 3B),indirect calorimetry,NA,NA,20,10,10,healthy adults,A,H,"m: 26.1 ± 2.8 
f: 24.2 ± 1.9",NA,"m: 81.1 ± 11.2 kg
f: 60.2 ± 5.5 kg",NA,"m: 182.3 ± 7.4 cm
f: 168.2 ± 6.7 cm",NA,"m: 11.5 ± 2.6% BF
f: 17.9 ± 4.9% BF",NA,Germany,Ambulation: Treadmill,Activity,At,Nr,Mi,NA,N,1,"intermittent running and walking, 1% incline, 5 min",NA,unknown,20,good validity,ICC,0.58,MOD,0.58,95,0.81,0.19,NA,NA,NA,NA,NA,NA,30,-28.5,58.5,NA,NA,96,18,over,NA,NA,NA,NA,0.024,± 3%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
720,Wahl,2017,-,Controlled,EE,kcal/5 min,Fitbit,Charge,Fitbit Charge,2014,Wrist,"wrist, random",full-text,y,Indirect calorimetry (Metamax 3B),indirect calorimetry,NA,NA,20,10,10,healthy adults,A,H,"m: 26.1 ± 2.8 
f: 24.2 ± 1.9",NA,"m: 81.1 ± 11.2 kg
f: 60.2 ± 5.5 kg",NA,"m: 182.3 ± 7.4 cm
f: 168.2 ± 6.7 cm",NA,"m: 11.5 ± 2.6% BF
f: 17.9 ± 4.9% BF",NA,Germany,Run: Treadmill,Activity,At,Nr,R,3.61,N,1,"run, 1% incline, 13.0 km/h, 5 min",NA,unknown,20,good validity,ICC,0.73,ST,0.73,95,0.88,0.43,NA,NA,NA,NA,NA,NA,18.8,-22.3,41.1,NA,NA,74,17,under,NA,NA,NA,NA,-0.001,± 3%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
721,Wahl,2017,-,Controlled,EE,kcal/2.4km,Fitbit,Charge,Fitbit Charge,2014,Wrist,"wrist, random",full-text,y,Indirect calorimetry (Metamax 3B),indirect calorimetry,NA,NA,10,5,5,healthy adults,A,H,"m: 26.1 ± 2.8 
f: 24.2 ± 1.9",NA,"m: 81.1 ± 11.2 kg
f: 60.2 ± 5.5 kg",NA,"m: 182.3 ± 7.4 cm
f: 168.2 ± 6.7 cm",NA,"m: 11.5 ± 2.6% BF
f: 17.9 ± 4.9% BF",NA,Germany,Run: Overground,Activity,Ao,Nr,R,2.81,N,NA,"run, 10.1 km/h, 2400m",NA,unknown,10,underestimate,ICC,0.64,ST,0.64,95,0.89,0.11,NA,NA,NA,NA,NA,NA,46.2,-75.6,121.8,NA,NA,210,49,under,NA,NA,NA,NA,-0.045,less -3%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
722,Wahl,2017,-,Controlled,SC,steps/2400m,Fitbit,Charge,Fitbit Charge,2014,Wrist,"wrist, random",full-text,y,Manual count,manual count,NA,NA,10,5,5,healthy adults,A,H,"m: 26.1 ± 2.8 
f: 24.2 ± 1.9",NA,"m: 81.1 ± 11.2 kg
f: 60.2 ± 5.5 kg",NA,"m: 182.3 ± 7.4 cm
f: 168.2 ± 6.7 cm",NA,"m: 11.5 ± 2.6% BF
f: 17.9 ± 4.9% BF",NA,Germany,Run: Overground,NA,Ao,Nr,R,2.81,N,NA,"run, 10.1 km/h, 2400m",NA,unknown,10,good validity,ICC,0.98,VS,0.98,95,0.99,0.91,NA,NA,NA,NA,NA,NA,65,-67,132,NA,NA,2456,145,under,NA,NA,NA,NA,-0.001,± 3%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
723,Wahl,2017,-,Controlled,SC,steps/5 min,Fitbit,Charge,Fitbit Charge,2014,Wrist,"wrist, random",full-text,y,Manual count,manual count,NA,NA,20,10,10,healthy adults,A,H,"m: 26.1 ± 2.8 
f: 24.2 ± 1.9",NA,"m: 81.1 ± 11.2 kg
f: 60.2 ± 5.5 kg",NA,"m: 182.3 ± 7.4 cm
f: 168.2 ± 6.7 cm",NA,"m: 11.5 ± 2.6% BF
f: 17.9 ± 4.9% BF",NA,Germany,Walk: Treadmill,NA,At,Nr,Nm,2,N,1,"walk, 1% incline, 7.2 km/h, 5 min",NA,unknown,20,good validity,ICC,0.83,VS,0.83,95,0.93,0.62,NA,NA,NA,NA,NA,NA,42,-58,100,NA,NA,785,38,under,NA,NA,NA,NA,-0.011,± 3%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
724,Wahl,2017,-,Controlled,SC,steps/5 min,Fitbit,Charge,Fitbit Charge,2014,Wrist,"wrist, random",full-text,y,Manual count,manual count,NA,NA,20,10,10,healthy adults,A,H,"m: 26.1 ± 2.8 
f: 24.2 ± 1.9",NA,"m: 81.1 ± 11.2 kg
f: 60.2 ± 5.5 kg",NA,"m: 182.3 ± 7.4 cm
f: 168.2 ± 6.7 cm",NA,"m: 11.5 ± 2.6% BF
f: 17.9 ± 4.9% BF",NA,Germany,Run: Treadmill,NA,At,Nr,R,2.81,N,1,"run, 1% incline, 10.1 km/h, 5 min",NA,unknown,20,good validity,ICC,0.85,VS,0.85,95,0.94,0.66,NA,NA,NA,NA,NA,NA,43,-66,109,NA,NA,822,51,under,NA,NA,NA,NA,-0.013,± 3%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
725,Wahl,2017,-,Controlled,SC,steps/5 min,Fitbit,Charge,Fitbit Charge,2014,Wrist,"wrist, random",full-text,y,Manual count,manual count,NA,NA,20,10,10,healthy adults,A,H,"m: 26.1 ± 2.8 
f: 24.2 ± 1.9",NA,"m: 81.1 ± 11.2 kg
f: 60.2 ± 5.5 kg",NA,"m: 182.3 ± 7.4 cm
f: 168.2 ± 6.7 cm",NA,"m: 11.5 ± 2.6% BF
f: 17.9 ± 4.9% BF",NA,Germany,Run: Treadmill,NA,At,Nr,R,3.61,N,1,"run, 1% incline, 13.0 km/h, 5 min",NA,unknown,20,good validity,ICC,0.78,ST,0.78,95,0.91,0.49,NA,NA,NA,NA,NA,NA,46,-81,127,NA,NA,863,56,under,NA,NA,NA,NA,-0.019,± 3%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
726,Wahl,2017,-,Controlled,SC,steps/5 min,Fitbit,Charge,Fitbit Charge,2014,Wrist,"wrist, random",full-text,y,Manual count,manual count,NA,NA,20,10,10,healthy adults,A,H,"m: 26.1 ± 2.8 
f: 24.2 ± 1.9",NA,"m: 81.1 ± 11.2 kg
f: 60.2 ± 5.5 kg",NA,"m: 182.3 ± 7.4 cm
f: 168.2 ± 6.7 cm",NA,"m: 11.5 ± 2.6% BF
f: 17.9 ± 4.9% BF",NA,Germany,Walk: Treadmill,NA,At,Nr,Nm,1.19,N,1,"walk, 1% incline, 4.3 km/h, 5 min",NA,unknown,20,good validity,ICC,0.57,MOD,0.57,95,0.81,0.14,NA,NA,NA,NA,NA,NA,34,-69,103,NA,NA,538,29,under,NA,NA,NA,NA,-0.032,less -3%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
727,Wahl,2017,-,Controlled,SC,steps/5 min,Fitbit,Charge,Fitbit Charge,2014,Wrist,"wrist, random",full-text,y,Manual count,manual count,NA,NA,20,10,10,healthy adults,A,H,"m: 26.1 ± 2.8 
f: 24.2 ± 1.9",NA,"m: 81.1 ± 11.2 kg
f: 60.2 ± 5.5 kg",NA,"m: 182.3 ± 7.4 cm
f: 168.2 ± 6.7 cm",NA,"m: 11.5 ± 2.6% BF
f: 17.9 ± 4.9% BF",NA,Germany,Ambulation: Treadmill,NA,At,Nr,Mi,NA,N,1,"intermittent running and walking, 1% incline, 5 min",NA,unknown,20,good validity,ICC,0.88,VS,0.88,95,0.96,0.43,NA,NA,NA,NA,NA,NA,48,-133,181,NA,NA,1231,127,under,NA,NA,NA,NA,-0.033,less -3%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
728,Benedetto,2018,-,Controlled,HR,bpm,Fitbit,Charge 2,Fitbit Charge 2,2016,Wrist,"wrist, ND",full-text,y,Electrocardiography (ProComp Infiniti T7500M),ECG,upper torso,Torso,15,7,8,healthy adults,A,H,"m: 31.4 ± 4 yrs
range: 25-36
f: 32 ± 4yrs
range: 26-36",NA,"m: 78 ± 3
range: 76-82
f: 60 ± 3
range: 56-65",NA,"m: 180 ± 3
range: 175-185
f: 165 ± 5
155-175",NA,23.0,0.94,Italy,Cycle,Activity,Mi,Mi,NA,NA,N,NA,"cycle, goal to raise HR as much as possible, free to slow down/rest whenever desired, 10 min",NA,second-by-second,15,"Fitbit Charge 2 underestimates the heart rate, plausibly by almost 30bpm (LoA are wide)",ICC,0.21,WK,0.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.8,-28.5,45.3,102.7,201.1,109.8,20.9,under,-5.9,11.6,NA,NA,-0.064663024,less -3%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ordered HR data plot
729,Collins,2019,-,Free-Living,SC,steps/day,Fitbit,Charge 2,Fitbit Charge 2,2016,Wrist,"wrist, ND",full-text,y,Accelerometry (Actigraph GT3X+ [hip]),accelerometry,"hip, midaxillary line, level with iliac crest",Waist/Hip,15,5,10,knee osteoarthritis,OA,NH,68,8,NA,NA,NA,NA,30,6,"MA, USA",Normal Daily Activities,NA,Fr,NA,NA,NA,N,NA,2 weeks,N/A,minute-by-minute,114,overestimate,ICC,0.602,ST,"Pearson: 0.814
ICC: 0.602",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6732,4155,5084,2687,over,1648,NA,NA,NA,0.39,more 10%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
730,Collins,2019,-,Free-Living,SC,steps/day,Fitbit,Charge 2,Fitbit Charge 2,2016,Wrist,"wrist, ND",full-text,y,Accelerometry (Actigraph GT3X+ [wrist]),accelerometry,"wrist, ND",Wrist,15,5,10,knee osteoarthritis,OA,NH,68,8,NA,NA,NA,NA,30,6,"MA, USA",Normal Daily Activities,NA,Fr,NA,NA,NA,N,NA,2 weeks,N/A,minute-by-minute,114,underestimate,Pearson,0.691,ST,0.691,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6776,NA,9131,3349,under,2355,3274,NA,NA,-0.29,less -10%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
731,Haghayegh,2019,-,Controlled,HR,bpm,Fitbit,Charge 2,Fitbit Charge 2,2016,Wrist,wrist,full-text,y,Electrocardiography (SOMNOmedics GmbH),ECG,chest,Torso,35,18,17,healthy adults,A,H,25.1,10.6,NA,NA,NA,NA,22.4,3,"TX, USA",Sleeping,Rest,Se,NA,NA,NA,N,NA,"single night of sleep, average 7 hours",NA,5min bins,35,tends to overestimate asleep mean HR when <~63 bpm and underestimate asleep mean HR when >~63 bpm.,ICC,0.998,VS,0.998,95,0.999,0.996,NA,NA,NA,NA,NA,NA,1.43,-1.24,2.67,61.62,9.89,61.52,10.22,over,0.09,NA,NA,NA,0.001625488,± 3%,NA,0.426,ns,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
732,Hwang,2019,-,Controlled,HR,bpm,Fitbit,Charge 2,Fitbit Charge 2,2016,Wrist,"wrist, random",full-text,y,Electrocardiography (Prucka Electrophysiology),ECG,NA,NA,51,27,24,"SVT, EPS",A,NH,44.4,16.6,64.5,9.1,163.1,16.4,23.7,3,Korea,Electrophysiological Study,Rest,Se,NA,NA,NA,N,NA,"electrophysiological study, induced SVT",NA,beat-by-beat,30,good validity,ICC,0.9842,VS,0.9842,95,0.9924,0.9674,NA,NA,NA,NA,NA,NA,14,-8.2,22.2,NA,NA,NA,NA,NA,2.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83.3% within ± 5 bpm,86.7% within ± 10 bpm,NA,NA,NA,NA,NA,NA,NA,NA
733,Keating,2018,-,Free-Living,SC,steps/full activity time,Fitbit,Charge 2,Fitbit Charge 2,2016,Wrist,"wrist, ND",full-text,y,Accelerometry (Yamax Digi-Walker SW-200 [waist]),accelerometry,waist,Waist/Hip,17,4,13,healthy adults,A,H,20.35,0.86,NA,NA,NA,NA,22.0,1.4,"TX, USA",Simulated Free-Living,NA,Mi,Mi,NA,NA,N,NA,4 classes of baseball gym unit,N/A,unknown,17,overestimate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3098.44,1175.88,2376.55,824.38,over,NA,NA,NA,NA,0.303755444,more 10%,NA,NA,ns,NA,NA,NA,NA,0.3784,NA,0.2113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
734,Keating,2018,-,Free-Living,SC,steps/full activity time,Fitbit,Charge 2,Fitbit Charge 2,2016,Wrist,"wrist, ND",full-text,y,Accelerometry (Yamax Digi-Walker SW-200 [waist]),accelerometry,waist,Waist/Hip,17,4,13,healthy adults,A,H,20.35,0.86,NA,NA,NA,NA,22.0,1.4,"TX, USA",Simulated Free-Living,NA,Mi,Mi,NA,NA,N,NA,6 classes of football gym unit,N/A,unknown,17,overestimate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2817.29,1196.73,2280.49,1156.87,over,NA,NA,NA,NA,0.235388009,more 10%,NA,NA,ns,NA,NA,NA,NA,0.3568,NA,0.2483,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
735,Nuss,2019,-,Controlled,EE,kcal/bout,Fitbit,Charge 2,Fitbit Charge 2,2016,Wrist,"wrist, left",full-text,y,Indirect calorimetry (Parvo Medics TrueOne 2400),indirect calorimetry,NA,NA,20,9,11,healthy adults,A,H,23.5,2.96,NA,NA,NA,NA,22.9,2.23,"CO, USA",Ambulation: Treadmill,Activity,Mi,Mi,NA,NA,N,NA,"3 min upright sitting, 2 min standing, then Bruce protocol was performed (3-minute stages with speed and incline increasing every 3 minutes until volitional fatigue), then walked for 3 minutes, sit for 2 min",NA,unknown,20,underestimate men and women,CCC,0.53,MOD,0.53,95,0.73,0.26,NA,NA,0.08,NA,NA,NA,NA,NA,NA,150.65,31.13,183.99,69.67,under,NA,NA,NA,NA,-0.2007,less -3%,NA,0.03,sig,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
736,Poojary,2018,-,Controlled,SC,steps/6 min,Fitbit,Charge 2,Fitbit Charge 2,2016,Wrist,"wrist, DOM",letter,y,Manual count,manual count,NA,NA,"all: 62
20-29y: 31
30-39y: 31",NA,NA,healthy adults,A,H,27.9,5.1,69.4,14.5,168.5,7.7,24.3,4.5,India,Walk: Overground,NA,Ao,Nr,Sp,self-selected,N,NA,"6 minute walk test, self-selected pace, 6 min",NA,unknown,62,underestimate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-64.4 ± 26.9,-549.4 ± 26.9,NA,608.7,91.6,720.9,54.5,under,-112.1,NA,138.1,86.2,-0.155,less -3%,NA,< .05,sig,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
737,Tedesco,2019,-,Controlled,SC,steps/3 min,Fitbit,Charge 2,Fitbit Charge 2,2016,Wrist,"wrist, ND",full-text,y,Manual count,manual count,NA,NA,18,7,11,"older adults, healthy",OA,H,"m: 69 ± 3.2 
f: 69.7 ± 2.4",NA,"m: 79.7 ± 4.46 kg
f: 66.1 ± 4.25 kg",NA,"m: 175.8 ± 4.8 cm
f: 162.9 ± 5.8 cm",NA,NA,NA,Ireland,ADL: Writing,NA,Se,NA,NA,NA,N,NA,"seated, reading, 3 min",NA,unknown,18,"some steps counted by DOM arm, card playing largest amount of false steps
ND had similar with reduced number of false steps",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,equal,NA,NA,NA,NA,0,± 3%,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
738,Tedesco,2019,-,Controlled,SC,steps/3 min,Fitbit,Charge 2,Fitbit Charge 2,2016,Wrist,"wrist, DOM",full-text,y,Manual count,manual count,NA,NA,18,7,11,"older adults, healthy",OA,H,"m: 69 ± 3.2 
f: 69.7 ± 2.4",NA,"m: 79.7 ± 4.46 kg
f: 66.1 ± 4.25 kg",NA,"m: 175.8 ± 4.8 cm
f: 162.9 ± 5.8 cm",NA,NA,NA,Ireland,ADL: Writing,NA,Se,NA,NA,NA,N,NA,"seated, playing cards, 3 min",NA,unknown,15,"some steps counted by DOM arm, card playing largest amount of false steps
ND had similar with reduced number of false steps",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.3,30.16,0,0,over,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
739,Tedesco,2019,-,Controlled,SC,steps/3 min,Fitbit,Charge 2,Fitbit Charge 2,2016,Wrist,"wrist, ND",full-text,y,Manual count,manual count,NA,NA,18,7,11,"older adults, healthy",OA,H,"m: 69 ± 3.2 
f: 69.7 ± 2.4",NA,"m: 79.7 ± 4.46 kg
f: 66.1 ± 4.25 kg",NA,"m: 175.8 ± 4.8 cm
f: 162.9 ± 5.8 cm",NA,NA,NA,Ireland,ADL: Writing,NA,Se,NA,NA,NA,N,NA,"seated, playing cards, 3 min",NA,unknown,15,"some steps counted by DOM arm, card playing largest amount of false steps
ND had similar with reduced number of false steps",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.3,10.5,0,0,over,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
740,Tedesco,2019,-,Controlled,SC,steps/3 min,Fitbit,Charge 2,Fitbit Charge 2,2016,Wrist,"wrist, DOM",full-text,y,Manual count,manual count,NA,NA,18,7,11,"older adults, healthy",OA,H,"m: 69 ± 3.2 
f: 69.7 ± 2.4",NA,"m: 79.7 ± 4.46 kg
f: 66.1 ± 4.25 kg",NA,"m: 175.8 ± 4.8 cm
f: 162.9 ± 5.8 cm",NA,NA,NA,Ireland,ADL: Writing,NA,Se,NA,NA,NA,N,NA,"seated, reading, 3 min",NA,unknown,18,"some steps counted by DOM arm, card playing largest amount of false steps
ND had similar with reduced number of false steps",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5,8.04,0,0,over,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
741,Tedesco,2019,-,Controlled,SC,steps/3 min,Fitbit,Charge 2,Fitbit Charge 2,2016,Wrist,"wrist, DOM",full-text,y,Manual count,manual count,NA,NA,18,7,11,"older adults, healthy",OA,H,"m: 69 ± 3.2 
f: 69.7 ± 2.4",NA,"m: 79.7 ± 4.46 kg
f: 66.1 ± 4.25 kg",NA,"m: 175.8 ± 4.8 cm
f: 162.9 ± 5.8 cm",NA,NA,NA,Ireland,ADL: Writing,NA,Se,NA,NA,NA,N,NA,"seated, writing, 3 min",NA,unknown,18,"some steps counted by DOM arm, card playing largest amount of false steps
ND had similar with reduced number of false steps",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,1.88,0,0,over,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
742,Tedesco,2019,-,Controlled,SC,steps/3 min,Fitbit,Charge 2,Fitbit Charge 2,2016,Wrist,"wrist, ND",full-text,y,Manual count,manual count,NA,NA,18,7,11,"older adults, healthy",OA,H,"m: 69 ± 3.2 
f: 69.7 ± 2.4",NA,"m: 79.7 ± 4.46 kg
f: 66.1 ± 4.25 kg",NA,"m: 175.8 ± 4.8 cm
f: 162.9 ± 5.8 cm",NA,NA,NA,Ireland,ADL: Writing,NA,Se,NA,NA,NA,N,NA,"seated, writing, 3 min",NA,unknown,18,"some steps counted by DOM arm, card playing largest amount of false steps
ND had similar with reduced number of false steps",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6,2.35,0,0,over,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
